a,replicate,gen,overall_d_count, overall_d_rate, windowed_d_count, windowed_dd_count, windowed_dwt_count
0.0694,12,24,4913,0.0967469,66,28,10
0.0694,12,25,4946,0.0969234,70,27,16
0.0694,12,26,4753,0.094493,112,47,18
0.0694,12,27,4799,0.0946436,83,30,23
0.0694,12,28,4540,0.0896666,85,37,11
0.0694,12,29,4799,0.094183,72,28,16
0.0694,12,30,4757,0.0936049,97,42,13
0.0694,12,31,4803,0.0960869,90,36,18
0.0694,12,32,5048,0.100606,87,38,11
0.0694,12,33,5102,0.101926,76,34,8
0.0694,12,34,5113,0.102268,74,28,18
0.0694,12,35,5247,0.105556,74,31,12
0.0694,12,36,5537,0.108829,94,43,8
0.0694,12,37,5549,0.107501,82,36,10
0.0694,12,38,5603,0.108033,68,29,10
0.0694,12,39,5565,0.107603,91,42,7
0.0694,12,40,5685,0.108497,92,39,14
0.0694,12,41,5690,0.109757,52,22,8
0.0694,12,42,5710,0.11148,103,45,13
0.0694,12,43,5695,0.109604,131,58,15
0.0694,12,44,5927,0.114806,80,32,16
0.0694,12,45,6060,0.118133,89,40,9
0.0694,12,46,6302,0.122779,96,41,14
0.0694,12,47,6391,0.126244,76,35,6
0.0694,12,48,6351,0.125459,115,50,15
0.0694,12,49,6617,0.130926,66,27,12
0.0694,12,50,6684,0.130496,106,50,6
0.0694,12,51,6844,0.134359,59,25,9
0.0694,12,52,6945,0.137924,115,51,13
0.0694,12,53,7130,0.141317,127,59,9
0.0694,12,54,7258,0.144237,119,56,7
0.0694,12,55,7136,0.141385,121,56,9
0.0694,12,56,7193,0.142188,109,50,9
0.0694,12,57,7391,0.145183,85,40,5
0.0694,12,58,7387,0.145408,87,41,5
0.0694,12,59,7697,0.150662,101,44,13
0.0694,12,60,7492,0.147777,113,55,3
0.0694,12,61,7537,0.15126,89,42,5
0.0694,12,62,7537,0.1508,126,60,6
0.0694,12,63,8058,0.161199,92,43,6
0.0694,12,64,8016,0.159777,82,39,4
0.0694,12,65,8378,0.164811,97,47,3
0.0694,12,66,8375,0.164629,88,42,4
0.0694,12,67,8481,0.165969,73,33,7
0.0694,12,68,8854,0.171776,105,48,9
0.0694,12,69,9159,0.179041,125,56,13
0.0694,12,70,9000,0.174048,153,74,5
0.0694,12,71,9028,0.174603,100,49,2
0.0694,12,72,9274,0.181473,77,35,7
0.0694,12,73,9582,0.190021,98,47,4
0.0694,12,74,9517,0.188635,142,67,8
0.0694,12,75,9491,0.186178,75,33,9
0.0694,12,76,9711,0.191826,115,55,5
0.0694,12,77,9870,0.192353,107,50,7
0.0694,12,78,9923,0.196635,112,54,4
0.0694,12,79,10337,0.200213,112,55,2
0.0694,12,80,10225,0.19959,147,72,3
0.0694,12,81,10519,0.205065,124,62,0
0.0694,12,82,10582,0.207092,120,58,4
0.0694,12,83,10892,0.212577,116,57,2
0.0694,12,84,10802,0.212588,122,61,0
0.0694,12,85,11049,0.215674,138,69,0
0.0694,12,86,11542,0.224727,149,74,1
0.0694,12,87,11279,0.220776,126,61,4
0.0694,12,88,11711,0.228133,77,36,5
0.0694,12,89,11387,0.223485,112,56,0
0.0694,12,90,11966,0.233985,116,56,4
0.0694,12,91,11806,0.230388,108,54,0
0.0694,12,92,11772,0.228405,87,43,1
0.0694,12,93,12118,0.234056,86,43,0
0.0694,12,94,12151,0.231916,133,66,1
0.0694,12,95,12493,0.237086,127,63,1
0.0694,12,96,12605,0.241475,136,68,0
0.0694,12,97,12726,0.246695,122,61,0
0.0694,12,98,12983,0.248431,146,72,2
0.0694,12,99,13159,0.248771,94,47,0
0.0694,12,100,13429,0.254395,186,93,0
0.0694,13,0,3694,0.0718342,162,81,0
0.0694,13,1,3893,0.0751631,103,47,9
0.0694,13,2,3920,0.0755823,85,40,5
0.0694,13,3,3964,0.0777743,91,36,19
0.0694,13,4,3923,0.0762784,140,66,8
0.0694,13,5,4066,0.078476,133,57,19
0.0694,13,6,4103,0.0802056,103,49,5
0.0694,13,7,4284,0.0836588,72,31,10
0.0694,13,8,4312,0.0838421,78,34,10
0.0694,13,9,4224,0.0820959,96,41,14
0.0694,13,10,4136,0.0806552,73,26,21
0.0694,13,11,4157,0.0818468,109,44,21
0.0694,13,12,4072,0.0804552,73,33,7
0.0694,13,13,4172,0.0827646,121,54,13
0.0694,13,14,4033,0.0816595,60,28,4
0.0694,13,15,4111,0.0818598,65,27,11
0.0694,13,16,3994,0.0791769,58,17,24
0.0694,13,17,3927,0.0782271,58,20,18
0.0694,13,18,3918,0.0778277,43,16,11
0.0694,13,19,4056,0.0814131,82,36,10
0.0694,13,20,4063,0.079908,87,36,15
0.0694,13,21,3928,0.0788945,77,30,17
0.0694,13,22,4168,0.0838227,61,24,13
0.0694,13,23,4293,0.0858909,115,48,19
0.0694,13,24,4417,0.0887625,78,26,26
0.0694,13,25,4307,0.085708,78,33,12
0.0694,13,26,4422,0.0871674,69,24,21
0.0694,13,27,4524,0.0895416,79,32,15
0.0694,13,28,4475,0.088758,83,38,7
0.0694,13,29,4605,0.0913256,81,32,17
0.0694,13,30,4706,0.092148,74,30,14
0.0694,13,31,4577,0.0910375,101,44,13
0.0694,13,32,4673,0.0920752,88,37,14
0.0694,13,33,4892,0.0943746,91,36,19
0.0694,13,34,4947,0.0975163,75,33,9
0.0694,13,35,5002,0.099972,75,30,15
0.0694,13,36,5001,0.099984,121,48,25
0.0694,13,37,5239,0.102416,80,33,14
0.0694,13,38,5050,0.0988878,108,45,18
0.0694,13,39,5093,0.0999529,64,24,16
0.0694,13,40,4937,0.0973191,118,50,18
0.0694,13,41,4968,0.097776,101,42,17
0.0694,13,42,4944,0.0969944,53,19,15
0.0694,13,43,5001,0.0988262,79,32,15
0.0694,13,44,4941,0.0971376,103,40,23
0.0694,13,45,4909,0.0966795,107,43,21
0.0694,13,46,5197,0.102138,157,65,27
0.0694,13,47,5186,0.102827,61,22,17
0.0694,13,48,5257,0.10506,84,37,10
0.0694,13,49,5330,0.105712,64,25,14
0.0694,13,50,5305,0.106066,78,35,8
0.0694,13,51,5489,0.108393,90,37,16
0.0694,13,52,5654,0.112102,66,30,6
0.0694,13,53,5577,0.111661,96,43,10
0.0694,13,54,5652,0.11237,98,43,12
0.0694,13,55,5587,0.110089,54,21,12
0.0694,13,56,5686,0.110851,63,28,7
0.0694,13,57,5879,0.115153,80,36,8
0.0694,13,58,5680,0.11256,82,36,10
0.0694,13,59,5870,0.116261,94,42,10
0.0694,13,60,5944,0.117787,99,46,7
0.0694,13,61,6058,0.122162,119,55,9
0.0694,13,62,6209,0.123434,111,53,5
0.0694,13,63,6224,0.123674,132,61,10
0.0694,13,64,6295,0.124319,117,53,11
0.0694,13,65,6379,0.123332,79,30,19
0.0694,13,66,6699,0.13026,133,63,7
0.0694,13,67,6971,0.136014,82,38,6
0.0694,13,68,6919,0.136664,86,41,4
0.0694,13,69,6830,0.135007,102,47,8
0.0694,13,70,6807,0.132975,111,53,5
0.0694,13,71,6985,0.136314,81,37,7
0.0694,13,72,7173,0.141753,100,45,10
0.0694,13,73,7684,0.149762,87,39,9
0.0694,13,74,7651,0.150167,101,44,13
0.0694,13,75,8002,0.154891,90,40,10
0.0694,13,76,8290,0.160653,126,62,2
0.0694,13,77,8298,0.160621,115,56,3
0.0694,13,78,8669,0.166455,108,52,4
0.0694,13,79,8381,0.163309,71,29,13
0.0694,13,80,8486,0.168199,102,49,4
0.0694,13,81,8780,0.173992,127,60,7
0.0694,13,82,8797,0.173964,141,69,3
0.0694,13,83,9009,0.176744,118,58,2
0.0694,13,84,9353,0.180664,123,60,3
0.0694,13,85,9285,0.180495,113,55,3
0.0694,13,86,9195,0.178863,132,64,4
0.0694,13,87,9766,0.188025,109,52,5
0.0694,13,88,9749,0.190291,122,59,4
0.0694,13,89,9558,0.191,103,50,3
0.0694,13,90,9844,0.194146,124,60,4
0.0694,13,91,9923,0.196846,102,51,0
0.0694,13,92,10195,0.201172,104,52,0
0.0694,13,93,10689,0.206208,121,60,1
0.0694,13,94,10765,0.207923,88,44,0
0.0694,13,95,10821,0.207124,101,49,3
0.0694,13,96,10792,0.205445,132,66,0
0.0694,13,97,10721,0.206515,189,93,3
0.0694,13,98,11098,0.213867,116,55,6
0.0694,13,99,11386,0.219417,126,62,2
0.0694,13,100,11512,0.2226,190,94,2
0.0694,14,0,3472,0.0673678,116,58,0
0.0694,14,1,3714,0.0715138,76,38,0
0.0694,14,2,3955,0.0768797,128,63,2
0.0694,14,3,3951,0.0767721,86,39,8
0.0694,14,4,3944,0.0768362,86,38,10
0.0694,14,5,3906,0.0764833,97,41,15
0.0694,14,6,3935,0.0766698,54,23,8
0.0694,14,7,4043,0.0790266,80,34,12
0.0694,14,8,4194,0.0821612,85,34,17
0.0694,14,9,4237,0.0835964,85,35,15
0.0694,14,10,4058,0.0798316,96,41,14
0.0694,14,11,4185,0.0810607,51,15,21
0.0694,14,12,3867,0.0757938,106,39,28
0.0694,14,13,3962,0.0784089,124,55,14
0.0694,14,14,3959,0.0788049,74,32,10
0.0694,14,15,4080,0.0806388,76,32,12
0.0694,14,16,4077,0.079938,99,44,11
0.0694,14,17,4120,0.0807685,69,29,11
0.0694,14,18,4279,0.0844751,76,29,18
0.0694,14,19,4103,0.0817917,71,28,15
0.0694,14,20,3975,0.0792559,86,40,6
0.0694,14,21,4386,0.0871864,44,16,12
0.0694,14,22,4451,0.0872266,55,19,17
0.0694,14,23,4578,0.0889554,77,28,21
0.0694,14,24,4544,0.0896359,81,32,17
0.0694,14,25,4644,0.0900349,69,30,9
0.0694,14,26,4778,0.0933021,112,50,12
0.0694,14,27,4922,0.0984518,109,45,19
0.0694,14,28,5118,0.100012,102,45,12
0.0694,14,29,5386,0.106759,135,62,11
0.0694,14,30,5255,0.104527,64,30,4
0.0694,14,31,5314,0.104307,105,50,5
0.0694,14,32,5500,0.108721,98,45,8
0.0694,14,33,5312,0.105686,95,41,13
0.0694,14,34,5290,0.106025,89,40,9
0.0694,14,35,5458,0.109129,85,40,5
0.0694,14,36,5812,0.113863,92,39,14
0.0694,14,37,5956,0.11557,54,21,12
0.0694,14,38,5997,0.115416,61,28,5
0.0694,14,39,6053,0.118519,74,35,4
0.0694,14,40,6486,0.125416,78,31,16
0.0694,14,41,6483,0.128605,66,28,10
0.0694,14,42,6182,0.123803,95,42,11
0.0694,14,43,6507,0.128561,118,51,16
0.0694,14,44,6372,0.125315,43,16,11
0.0694,14,45,6769,0.132518,93,43,7
0.0694,14,46,6942,0.135958,84,39,6
0.0694,14,47,6999,0.137987,107,48,11
0.0694,14,48,6908,0.136355,133,66,1
0.0694,14,49,7172,0.141292,123,59,5
0.0694,14,50,7176,0.142483,97,44,9
0.0694,14,51,7526,0.148741,108,51,6
0.0694,14,52,7776,0.152154,113,52,9
0.0694,14,53,7676,0.151706,68,31,6
0.0694,14,54,7968,0.156333,108,50,8
0.0694,14,55,8309,0.162102,137,65,7
0.0694,14,56,8540,0.165948,86,41,4
0.0694,14,57,8715,0.166762,139,66,7
0.0694,14,58,8519,0.164168,114,52,10
0.0694,14,59,8535,0.167728,119,57,5
0.0694,14,60,8618,0.167327,88,43,2
0.0694,14,61,8771,0.170523,139,66,7
0.0694,14,62,8964,0.172107,93,42,9
0.0694,14,63,8911,0.174739,94,46,2
0.0694,14,64,9126,0.178542,83,41,1
0.0694,14,65,9364,0.180814,112,56,0
0.0694,14,66,9327,0.182803,117,56,5
0.0694,14,67,9494,0.187421,125,61,3
0.0694,14,68,9742,0.189261,137,67,3
0.0694,14,69,9699,0.190647,90,44,2
0.0694,14,70,9974,0.196967,96,48,0
0.0694,14,71,10393,0.2038,96,48,0
0.0694,14,72,10042,0.199238,104,49,6
0.0694,14,73,10355,0.201938,131,63,5
0.0694,14,74,10580,0.208071,114,55,4
0.0694,14,75,10802,0.210878,102,48,6
0.0694,14,76,10493,0.203668,124,61,2
0.0694,14,77,11084,0.212272,140,70,0
0.0694,14,78,11188,0.215935,90,45,0
0.0694,14,79,11137,0.216732,81,40,1
0.0694,14,80,11401,0.221801,90,44,2
0.0694,14,81,11443,0.219635,79,39,1
0.0694,14,82,11170,0.217383,102,51,0
0.0694,14,83,11247,0.217687,146,73,0
0.0694,14,84,11448,0.227161,132,66,0
0.0694,14,85,11665,0.225515,72,36,0
0.0694,14,86,12104,0.233668,134,67,0
0.0694,14,87,12233,0.234889,176,87,2
0.0694,14,88,12073,0.232173,86,42,2
0.0694,14,89,12314,0.237869,128,64,0
0.0694,14,90,12470,0.241939,116,58,0
0.0694,14,91,12376,0.243737,72,35,2
0.0694,14,92,12536,0.246636,96,48,0
0.0694,14,93,12526,0.247814,131,65,1
0.0694,14,94,13092,0.255304,92,46,0
0.0694,14,95,13124,0.252423,138,69,0
0.0694,14,96,13623,0.25912,88,43,2
0.0694,14,97,13672,0.26258,62,29,4
0.0694,14,98,13870,0.263518,86,43,0
0.0694,14,99,13597,0.262136,82,41,0
0.0694,14,100,13890,0.268634,76,38,0
0.0694,15,0,3784,0.0724849,106,53,0
0.0694,15,1,3932,0.0755689,105,51,3
0.0694,15,2,4084,0.0795017,133,64,5
0.0694,15,3,4020,0.079025,111,45,21
0.0694,15,4,4031,0.0783023,107,48,11
0.0694,15,5,3806,0.0748594,95,39,17
0.0694,15,6,3766,0.074589,85,33,19
0.0694,15,7,3887,0.0765097,101,41,19
0.0694,15,8,3872,0.0763527,73,30,13
0.0694,15,9,4010,0.0792146,94,42,10
0.0694,15,10,3976,0.0779424,75,26,23
0.0694,15,11,4100,0.0800625,65,28,9
0.0694,15,12,4088,0.0797752,112,41,30
0.0694,15,13,3930,0.0764502,102,41,20
0.0694,15,14,3966,0.0771685,109,37,35
0.0694,15,15,4019,0.0796125,91,39,13
0.0694,15,16,3998,0.0789183,86,32,22
0.0694,15,17,4000,0.0806322,59,22,15
0.0694,15,18,4056,0.0804986,71,30,11
0.0694,15,19,4120,0.0811887,112,47,18
0.0694,15,20,4140,0.0825161,97,36,25
0.0694,15,21,4104,0.0809531,93,39,15
0.0694,15,22,4082,0.0807166,83,31,21
0.0694,15,23,4034,0.0800683,64,26,12
0.0694,15,24,3972,0.0794591,93,39,15
0.0694,15,25,4121,0.0826945,70,29,12
0.0694,15,26,4094,0.08171,57,20,17
0.0694,15,27,4110,0.0819901,49,17,15
0.0694,15,28,3965,0.0783163,63,24,15
0.0694,15,29,4115,0.0806009,79,28,23
0.0694,15,30,4081,0.0796852,71,25,21
0.0694,15,31,3929,0.0767983,77,30,17
0.0694,15,32,3940,0.0783362,136,62,12
0.0694,15,33,3881,0.0778817,68,26,16
0.0694,15,34,3911,0.0784491,83,32,19
0.0694,15,35,4124,0.0827481,56,15,26
0.0694,15,36,4399,0.0878184,88,34,20
0.0694,15,37,4195,0.0845562,76,28,20
0.0694,15,38,4299,0.0869433,50,18,14
0.0694,15,39,4183,0.0842023,71,27,17
0.0694,15,40,4165,0.0843425,73,28,17
0.0694,15,41,4050,0.0806837,64,20,24
0.0694,15,42,4294,0.0856812,101,35,31
0.0694,15,43,4314,0.0870249,78,28,22
0.0694,15,44,4448,0.0886268,87,38,11
0.0694,15,45,4695,0.0932213,51,20,11
0.0694,15,46,4954,0.0983561,124,54,16
0.0694,15,47,4985,0.0982382,80,29,22
0.0694,15,48,4987,0.0984834,93,38,17
0.0694,15,49,5065,0.0994034,109,43,23
0.0694,15,50,5136,0.101614,80,30,20
0.0694,15,51,5022,0.0999125,80,33,14
0.0694,15,52,5171,0.102404,93,38,17
0.0694,15,53,5067,0.100548,133,54,25
0.0694,15,54,5082,0.102048,65,23,19
0.0694,15,55,5127,0.102721,70,27,16
0.0694,15,56,5395,0.107376,112,47,18
0.0694,15,57,5406,0.108172,87,41,5
0.0694,15,58,5783,0.114442,96,43,10
0.0694,15,59,5710,0.114319,128,56,16
0.0694,15,60,5871,0.114713,108,48,12
0.0694,15,61,5927,0.115527,112,54,4
0.0694,15,62,5925,0.118353,115,55,5
0.0694,15,63,5997,0.118936,116,54,8
0.0694,15,64,5904,0.119061,66,26,14
0.0694,15,65,5984,0.11865,85,38,9
0.0694,15,66,6174,0.121866,111,52,7
0.0694,15,67,6302,0.123685,91,38,15
0.0694,15,68,6272,0.125255,58,26,6
0.0694,15,69,6365,0.127816,96,44,8
0.0694,15,70,6770,0.1331,100,47,6
0.0694,15,71,6910,0.136821,127,59,9
0.0694,15,72,7074,0.139186,123,57,9
0.0694,15,73,7394,0.143478,108,53,2
0.0694,15,74,7681,0.147445,112,52,8
0.0694,15,75,7696,0.150542,127,63,1
0.0694,15,76,7558,0.146581,125,58,9
0.0694,15,77,7924,0.153139,99,48,3
0.0694,15,78,7917,0.155865,115,53,9
0.0694,15,79,8089,0.160522,81,39,3
0.0694,15,80,8633,0.168785,131,59,13
0.0694,15,81,8580,0.168599,77,36,5
0.0694,15,82,8533,0.167202,76,37,2
0.0694,15,83,8938,0.17551,83,34,15
0.0694,15,84,8942,0.177343,110,51,8
0.0694,15,85,9209,0.179898,112,52,8
0.0694,15,86,9230,0.179251,112,54,4
0.0694,15,87,9258,0.180644,127,62,3
0.0694,15,88,9493,0.185251,125,61,3
0.0694,15,89,9535,0.1856,48,23,2
0.0694,15,90,9428,0.187809,166,81,4
0.0694,15,91,9691,0.19049,110,55,0
0.0694,15,92,9929,0.193096,148,74,0
0.0694,15,93,10118,0.196078,96,46,4
0.0694,15,94,10127,0.197893,120,60,0
0.0694,15,95,10407,0.203254,153,76,1
0.0694,15,96,10624,0.206862,132,66,0
0.0694,15,97,10824,0.207094,84,40,4
0.0694,15,98,10795,0.208801,80,40,0
0.0694,15,99,10816,0.207792,88,44,0
0.0694,15,100,10994,0.214133,119,58,3
0.0694,16,0,3438,0.0665815,102,51,0
0.0694,16,1,3644,0.0702715,161,79,3
0.0694,16,2,3659,0.071043,94,44,6
0.0694,16,3,3585,0.0692647,99,47,5
0.0694,16,4,3500,0.0675937,84,36,12
0.0694,16,5,3418,0.0675441,87,38,11
0.0694,16,6,3332,0.0655054,102,46,10
0.0694,16,7,3417,0.0675296,87,38,11
0.0694,16,8,3413,0.0670057,56,22,12
0.0694,16,9,3473,0.0679488,61,28,5
0.0694,16,10,3312,0.0649973,72,29,14
0.0694,16,11,3322,0.0655434,44,17,10
0.0694,16,12,3494,0.0683303,92,33,26
0.0694,16,13,3411,0.0684747,86,38,10
0.0694,16,14,3457,0.0688618,49,20,9
0.0694,16,15,3662,0.0725091,85,32,21
0.0694,16,16,3556,0.0700717,91,32,27
0.0694,16,17,3812,0.0744095,64,25,14
0.0694,16,18,3785,0.0746666,55,18,19
0.0694,16,19,3836,0.0757235,70,28,14
0.0694,16,20,3647,0.0721236,47,16,15
0.0694,16,21,3830,0.0760736,63,23,17
0.0694,16,22,4010,0.0791114,63,23,17
0.0694,16,23,4083,0.0800463,52,16,20
0.0694,16,24,4402,0.0859833,89,37,15
0.0694,16,25,4400,0.0867679,65,22,21
0.0694,16,26,4386,0.0868584,46,17,12
0.0694,16,27,4419,0.0880069,85,39,7
0.0694,16,28,4557,0.0886093,96,36,24
0.0694,16,29,4728,0.0924919,50,18,14
0.0694,16,30,4712,0.0925264,68,28,12
0.0694,16,31,4996,0.098331,65,28,9
0.0694,16,32,4746,0.0944703,87,36,15
0.0694,16,33,4796,0.0966741,68,19,30
0.0694,16,34,4962,0.0989195,87,33,21
0.0694,16,35,5067,0.0996539,75,31,13
0.0694,16,36,5084,0.101009,104,48,8
0.0694,16,37,5431,0.106834,90,34,22
0.0694,16,38,5477,0.10813,96,39,18
0.0694,16,39,5608,0.1096,94,46,2
0.0694,16,40,5701,0.112415,120,54,12
0.0694,16,41,5675,0.113541,90,42,6
0.0694,16,42,5559,0.111461,74,31,12
0.0694,16,43,5646,0.113115,58,26,6
0.0694,16,44,5808,0.116594,92,40,12
0.0694,16,45,5705,0.113963,87,40,7
0.0694,16,46,6170,0.122367,71,27,17
0.0694,16,47,6305,0.125238,69,32,5
0.0694,16,48,5836,0.118009,80,34,12
0.0694,16,49,5984,0.119208,72,33,6
0.0694,16,50,6156,0.122191,93,43,7
0.0694,16,51,6010,0.119793,88,41,6
0.0694,16,52,6351,0.124476,93,39,15
0.0694,16,53,6432,0.124632,110,49,12
0.0694,16,54,6467,0.126028,116,56,4
0.0694,16,55,6626,0.129283,90,41,8
0.0694,16,56,6646,0.130529,131,63,5
0.0694,16,57,6665,0.132621,108,52,4
0.0694,16,58,6932,0.136893,102,50,2
0.0694,16,59,6957,0.136696,97,47,3
0.0694,16,60,7179,0.140423,96,45,6
0.0694,16,61,7435,0.144774,105,50,5
0.0694,16,62,7338,0.144865,73,36,1
0.0694,16,63,7323,0.145033,93,44,5
0.0694,16,64,7302,0.144795,72,34,4
0.0694,16,65,7551,0.149194,116,55,6
0.0694,16,66,7767,0.152468,106,53,0
0.0694,16,67,8141,0.160496,95,43,9
0.0694,16,68,8394,0.167098,125,60,5
0.0694,16,69,8487,0.167555,111,50,11
0.0694,16,70,8776,0.172702,77,38,1
0.0694,16,71,8980,0.175391,89,41,7
0.0694,16,72,9159,0.181625,78,39,0
0.0694,16,73,9542,0.185801,134,64,6
0.0694,16,74,9469,0.185441,144,70,4
0.0694,16,75,9901,0.191235,112,56,0
0.0694,16,76,9790,0.190245,139,67,5
0.0694,16,77,9779,0.191041,92,46,0
0.0694,16,78,10185,0.197116,94,47,0
0.0694,16,79,10078,0.19604,103,49,5
0.0694,16,80,10470,0.202046,152,76,0
0.0694,16,81,10385,0.202051,125,56,13
0.0694,16,82,10293,0.20265,126,61,4
0.0694,16,83,10702,0.209736,107,52,3
0.0694,16,84,11061,0.213525,122,59,4
0.0694,16,85,10971,0.213062,102,49,4
0.0694,16,86,11159,0.212496,119,59,1
0.0694,16,87,11582,0.220551,159,78,3
0.0694,16,88,11165,0.215341,66,33,0
0.0694,16,89,11606,0.219952,117,55,7
0.0694,16,90,11575,0.216687,76,37,2
0.0694,16,91,11821,0.222769,123,61,1
0.0694,16,92,12217,0.23024,152,76,0
0.0694,16,93,11911,0.228855,116,58,0
0.0694,16,94,12318,0.238066,109,52,5
0.0694,16,95,12010,0.233767,108,53,2
0.0694,16,96,12037,0.236511,146,73,0
0.0694,16,97,12476,0.243244,84,42,0
0.0694,16,98,12682,0.245319,118,59,0
0.0694,16,99,12642,0.245514,88,44,0
0.0694,16,100,12901,0.246522,150,74,2
0.0694,17,0,3882,0.0751568,90,45,0
0.0694,17,1,3848,0.0742255,110,51,8
0.0694,17,2,3883,0.0746472,122,59,4
0.0694,17,3,3808,0.07367,95,44,7
0.0694,17,4,3665,0.0714286,59,27,5
0.0694,17,5,3603,0.0711943,51,22,7
0.0694,17,6,3696,0.0735171,94,40,14
0.0694,17,7,3606,0.0721691,66,27,12
0.0694,17,8,3686,0.0733328,98,40,18
0.0694,17,9,3512,0.0707608,81,29,23
0.0694,17,10,3765,0.074155,86,35,16
0.0694,17,11,3783,0.0758207,77,29,19
0.0694,17,12,3746,0.0750341,74,27,20
0.0694,17,13,3798,0.0759691,44,18,8
0.0694,17,14,3898,0.0773996,43,12,19
0.0694,17,15,3983,0.0784889,87,34,19
0.0694,17,16,4075,0.0806643,64,25,14
0.0694,17,17,3919,0.0784302,65,24,17
0.0694,17,18,4140,0.0828066,71,26,19
0.0694,17,19,4272,0.0858279,102,41,20
0.0694,17,20,4388,0.0882578,106,44,18
0.0694,17,21,4601,0.0908391,63,21,21
0.0694,17,22,4691,0.0930939,78,31,16
0.0694,17,23,4919,0.0950384,87,38,11
0.0694,17,24,4850,0.0949045,85,33,19
0.0694,17,25,4811,0.0950302,52,18,16
0.0694,17,26,4816,0.0948368,63,28,7
0.0694,17,27,4998,0.0976592,68,26,16
0.0694,17,28,4916,0.0961809,62,29,4
0.0694,17,29,4941,0.0957781,99,41,17
0.0694,17,30,5185,0.101021,80,33,14
0.0694,17,31,5406,0.10502,125,52,21
0.0694,17,32,5484,0.107063,96,43,10
0.0694,17,33,5588,0.108244,87,40,7
0.0694,17,34,5576,0.108255,67,23,21
0.0694,17,35,5355,0.106094,84,35,14
0.0694,17,36,5185,0.103887,65,25,15
0.0694,17,37,5331,0.105585,64,26,12
0.0694,17,38,5359,0.106127,97,47,3
0.0694,17,39,5512,0.109548,63,31,1
0.0694,17,40,5569,0.110378,69,26,17
0.0694,17,41,5783,0.113848,53,21,11
0.0694,17,42,5816,0.116825,111,47,17
0.0694,17,43,6203,0.122764,72,35,2
0.0694,17,44,6413,0.126275,110,48,14
0.0694,17,45,6323,0.124527,97,38,21
0.0694,17,46,6221,0.123472,112,52,8
0.0694,17,47,6340,0.125188,192,92,8
0.0694,17,48,6482,0.12785,121,58,5
0.0694,17,49,6599,0.129912,113,52,9
0.0694,17,50,6982,0.13616,104,46,12
0.0694,17,51,7104,0.139321,115,55,5
0.0694,17,52,7369,0.144485,94,39,16
0.0694,17,53,7486,0.14812,100,46,8
0.0694,17,54,7445,0.148603,101,44,13
0.0694,17,55,7788,0.154813,120,53,14
0.0694,17,56,7914,0.154564,90,40,10
0.0694,17,57,8098,0.159353,113,52,9
0.0694,17,58,8551,0.166187,130,61,8
0.0694,17,59,8757,0.171316,78,34,10
0.0694,17,60,8653,0.171557,93,44,5
0.0694,17,61,8615,0.171068,108,52,4
0.0694,17,62,8362,0.166461,100,48,4
0.0694,17,63,8921,0.174062,136,66,4
0.0694,17,64,8904,0.17891,135,67,1
0.0694,17,65,9305,0.18385,86,43,0
0.0694,17,66,9485,0.182833,96,44,8
0.0694,17,67,9712,0.185641,139,67,5
0.0694,17,68,10053,0.190528,107,52,3
0.0694,17,69,9932,0.191235,132,64,4
0.0694,17,70,10209,0.196455,134,67,0
0.0694,17,71,10396,0.201114,180,87,6
0.0694,17,72,10318,0.202584,123,60,3
0.0694,17,73,10735,0.203345,182,90,2
0.0694,17,74,10412,0.202057,157,77,3
0.0694,17,75,10839,0.211097,125,60,5
0.0694,17,76,10481,0.204859,113,56,1
0.0694,17,77,10744,0.209909,155,74,7
0.0694,17,78,10957,0.212782,119,59,1
0.0694,17,79,11184,0.216375,113,54,5
0.0694,17,80,11318,0.217579,118,59,0
0.0694,17,81,10955,0.213406,97,48,1
0.0694,17,82,10912,0.210161,117,58,1
0.0694,17,83,10929,0.2107,114,54,6
0.0694,17,84,11240,0.215822,128,64,0
0.0694,17,85,11237,0.216788,81,40,1
0.0694,17,86,11427,0.221471,138,69,0
0.0694,17,87,11758,0.227331,127,62,3
0.0694,17,88,11674,0.22394,104,52,0
0.0694,17,89,11775,0.224937,77,37,3
0.0694,17,90,11994,0.230938,113,56,1
0.0694,17,91,11775,0.230151,98,49,0
0.0694,17,92,11839,0.23152,95,47,1
0.0694,17,93,12084,0.235693,108,50,8
0.0694,17,94,12186,0.235943,95,47,1
0.0694,17,95,12274,0.240196,102,51,0
0.0694,17,96,12717,0.244831,138,69,0
0.0694,17,97,12758,0.249423,106,52,2
0.0694,17,98,12343,0.243221,91,44,3
0.0694,17,99,12579,0.246039,147,73,1
0.0694,17,100,12975,0.252412,136,68,0
0.0694,18,0,3714,0.0741051,90,45,0
0.0694,18,1,3738,0.0731937,128,61,6
0.0694,18,2,3767,0.0737413,115,56,3
0.0694,18,3,3834,0.0737194,153,76,1
0.0694,18,4,3669,0.0715623,104,49,6
0.0694,18,5,3500,0.0684075,114,48,18
0.0694,18,6,3624,0.0706157,43,20,3
0.0694,18,7,3611,0.0706018,100,43,14
0.0694,18,8,3665,0.0712564,61,24,13
0.0694,18,9,3742,0.0743877,104,46,12
0.0694,18,10,4000,0.0789983,74,32,10
0.0694,18,11,4191,0.0824156,92,41,10
0.0694,18,12,4170,0.0811821,80,35,10
0.0694,18,13,4106,0.0802361,50,20,10
0.0694,18,14,4073,0.0798158,106,44,18
0.0694,18,15,4119,0.0814676,87,34,19
